user_id	item_id	time
53	85	1174348800
255	56	1174435200
256	146	1174521600
257	121	1174608000
78	147	1174608000
258	88	1174694400
200	148	1174867200
230	121	1175040000
259	149	1175212800
260	90	1175472000
261	70	1175817600
262	81	1175990400
263	150	1176076800
264	90	1176163200
265	151	1176163200
266	87	1176163200
267	56	1176249600
36	152	1176422400
268	71	1176508800
248	100	1176508800
269	137	1176768000
270	4	1176940800
270	107	1176940800
271	121	1176940800
248	121	1176940800
272	70	1176940800
159	153	1177027200
273	154	1177286400
274	143	1177286400
275	155	1177459200
177	156	1177545600
190	87	1177718400
190	134	1177718400
276	157	1178323200
277	130	1178409600
118	82	1178496000
278	49	1178496000
279	66	1178496000
102	113	1178755200
14	108	1178755200
151	158	1178841600
280	159	1178928000
281	160	1179014400
38	134	1179532800
282	76	1179619200
283	72	1179705600
284	83	1179792000
234	160	1179964800
152	130	1180051200
285	161	1180051200
286	130	1180137600
287	90	1180224000
288	162	1180310400
213	38	1180483200
289	95	1180569600
290	128	1180742400
291	57	1181174400
292	156	1181174400
293	163	1181260800
294	164	1181433600
227	165	1181779200
295	166	1181865600
296	96	1182470400
297	151	1182470400
297	100	1182470400
256	167	1182556800
298	168	1182988800
299	125	1183420800
300	169	1183593600
301	170	1184025600
285	171	1184371200
217	140	1184544000
217	147	1184544000
302	63	1184544000
265	172	1184889600
303	159	1184976000
304	156	1184976000
305	87	1184976000
306	142	1184976000
307	173	1185148800
308	38	1185408000
285	174	1185408000
265	166	1185408000
309	140	1185494400
285	175	1185580800
212	96	1185667200
310	159	1185667200
192	90	1185840000
285	176	1185926400
299	128	1186012800
311	99	1186099200
220	153	1186358400
265	177	1186358400
33	163	1186358400
312	178	1186531200
224	66	1186617600
313	179	1186963200
314	146	1187222400
315	166	1187308800
285	45	1187568000
316	180	1187654400
317	86	1187827200
318	137	1187827200
285	23	1187913600
319	76	1187913600
320	181	1188172800
321	182	1188518400
322	183	1188518400
285	184	1188604800
323	134	1188691200
324	96	1189036800
325	76	1189209600
326	126	1189209600
327	159	1189296000
328	140	1189296000
329	128	1189382400
330	140	1189382400
96	185	1189555200
331	84	1190505600
253	151	1190764800
332	186	1190851200
333	187	1190937600
273	185	1191024000
334	66	1191024000
334	12	1191024000
334	38	1191024000
335	38	1191196800
28	190	1191369600
199	63	1191369600
336	44	1191456000
337	191	1191456000
338	192	1191542400
135	66	1191974400
339	160	1191974400
340	193	1191974400
180	194	1192147200
341	195	1192147200
218	74	1192233600
69	75	1192406400
342	113	1192492800
343	130	1192752000
77	84	1192752000
344	122	1192752000
345	84	1192838400
346	136	1192838400
347	159	1193011200
348	81	1193097600
285	196	1193270400
251	29	1193443200
349	121	1193875200
350	197	1193875200
208	182	1194048000
351	190	1194134400
352	128	1194220800
353	156	1194393600
240	38	1194393600
354	136	1194566400
355	197	1194825600
285	198	1194825600
285	166	1194825600
285	151	1194825600
285	199	1194825600
285	177	1194825600
356	200	1195171200
357	84	1195171200
251	34	1195171200
357	201	1195257600
324	197	1195257600
358	83	1195344000
359	82	1195430400
107	202	1195516800
282	203	1195603200
285	204	1195603200
285	205	1195603200
360	206	1195776000
361	137	1196208000
285	207	1196208000
285	208	1196208000
362	94	1196553600
285	209	1196812800
363	210	1196812800
61	99	1197072000
364	182	1197158400
365	211	1197417600
366	130	1197504000
230	212	1197504000
263	213	1197590400
367	94	1197676800
89	121	1197676800
368	214	1197763200
369	215	1198022400
370	166	1198022400
265	216	1198022400
371	217	1198022400
371	169	1198022400
238	191	1198108800
372	218	1198108800
241	38	1198108800
373	107	1198108800
357	113	1198195200
94	114	1198281600
374	87	1198368000
78	139	1198627200
375	217	1198713600
375	115	1198713600
376	12	1198800000
371	197	1198800000
377	140	1198972800
377	147	1198972800
378	3	1198972800
378	219	1198972800
379	159	1199145600
380	102	1199145600
381	210	1199232000
320	96	1199318400
320	197	1199318400
382	166	1199404800
107	220	1199404800
257	140	1199664000
383	152	1199664000
384	84	1200096000
384	218	1200096000
385	221	1200355200
177	82	1200441600
371	140	1200441600
386	221	1200528000
387	65	1200614400
387	222	1200614400
388	223	1200614400
142	224	1200614400
389	210	1200700800
210	223	1200787200
210	117	1200787200
210	225	1200787200
94	226	1200787200
390	215	1200873600
161	227	1201046400
391	161	1201132800
392	228	1201305600
288	210	1201392000
20	162	1201478400
393	229	1201478400
394	210	1201564800
395	123	1201651200
396	137	1201824000
69	195	1201996800
397	90	1201996800
398	107	1202083200
367	79	1202169600
59	202	1202169600
285	230	1202256000
54	229	1202342400
399	185	1202428800
367	231	1202428800
400	140	1202428800
401	213	1202515200
402	191	1202601600
403	232	1202774400
404	131	1202860800
405	148	1203033600
28	197	1203033600
406	233	1203120000
407	211	1203206400
408	215	1203292800
367	234	1203379200
409	102	1203638400
410	235	1203638400
411	236	1203724800
412	97	1203724800
388	237	1203724800
195	226	1203984000
413	238	1204070400
414	94	1204156800
415	229	1204156800
416	174	1204329600
417	239	1204416000
418	191	1204502400
100	121	1204502400
419	100	1204502400
324	240	1204588800
420	241	1204761600
421	242	1205020800
422	94	1205020800
423	243	1205107200
424	212	1205193600
382	151	1205280000
425	210	1205366400
221	115	1205539200
426	244	1205625600
427	226	1205712000
428	228	1206057600
429	66	1206316800
430	245	1206316800
370	151	1206403200
302	246	1206403200
431	197	1206489600
432	247	1206489600
433	248	1206489600
434	153	1206662400
435	76	1206748800
436	64	1206921600
437	249	1206921600
339	220	1207094400
388	225	1207094400
438	238	1207094400
439	201	1207180800
440	229	1207267200
441	76	1207353600
224	250	1207353600
442	142	1207526400
443	251	1207612800
444	121	1207699200
445	231	1207958400
446	252	1208044800
285	253	1208131200
54	197	1208131200
447	166	1208304000
448	201	1208304000
285	54	1208649600
285	162	1208736000
29	254	1208736000
449	254	1208822400
450	254	1208995200
451	254	1209081600
180	95	1209168000
452	168	1209254400
285	255	1209340800
295	254	1209427200
453	140	1209427200
453	93	1209427200
285	256	1209427200
454	192	1209427200
455	202	1209513600
456	254	1209513600
180	228	1209513600
457	95	1209513600
457	151	1209513600
457	100	1209513600
458	168	1209686400
319	254	1209686400
338	214	1209686400
84	241	1209772800
459	257	1209772800
460	100	1209772800
441	70	1209772800
461	258	1209945600
462	259	1210204800
329	228	1210550400
463	228	1210636800
333	254	1210636800
89	254	1210636800
464	254	1210723200
366	254	1210723200
160	254	1210809600
90	254	1210809600
465	236	1210896000
273	218	1210982400
466	220	1211155200
467	137	1211155200
468	260	1211241600
468	261	1211241600
24	262	1211328000
416	186	1211414400
44	229	1211673600
362	262	1211673600
469	262	1211760000
470	233	1211846400
471	193	1211846400
67	259	1212537600
307	263	1212624000
472	203	1212624000
473	226	1213056000
474	210	1213056000
475	83	1213142400
475	212	1213142400
476	153	1213228800
477	262	1213315200
285	258	1213488000
478	236	1213488000
417	215	1213574400
473	264	1213574400
257	147	1213747200
299	262	1213833600
479	181	1213833600
47	265	1213920000
480	266	1214006400
480	267	1214006400
481	182	1214092800
482	168	1214265600
409	50	1214352000
100	254	1214438400
483	130	1214524800
484	229	1214611200
285	172	1214611200
485	262	1214611200
486	238	1214697600
487	268	1214697600
488	44	1214784000
29	269	1214784000
489	227	1214870400
490	102	1215043200
491	74	1215043200
492	270	1215216000
493	271	1215216000
494	197	1215302400
495	272	1215648000
496	130	1215648000
497	228	1215734400
498	70	1215907200
499	170	1216080000
500	273	1216252800
362	274	1216339200
501	29	1216339200
502	231	1216339200
457	275	1216425600
503	276	1216512000
323	185	1216598400
504	277	1216598400
505	278	1216598400
506	279	1216598400
158	153	1216684800
151	206	1216771200
421	280	1216857600
507	281	1216857600
508	140	1216857600
509	279	1216857600
421	282	1216944000
510	130	1216944000
511	250	1216944000
512	283	1217116800
513	117	1217203200
506	284	1217203200
514	285	1217289600
515	286	1217376000
516	147	1217376000
517	251	1217462400
61	88	1217548800
518	160	1217635200
519	287	1217721600
180	140	1217721600
520	181	1217721600
301	287	1217808000
29	288	1217894400
421	156	1217980800
14	289	1217980800
329	290	1218153600
333	262	1218153600
521	291	1218153600
522	292	1218153600
523	293	1218240000
524	169	1218412800
525	294	1218412800
296	140	1218499200
526	113	1218499200
527	94	1218499200
519	273	1218585600
416	63	1218672000
528	294	1218672000
390	154	1218758400
529	135	1218758400
530	251	1218931200
531	140	1218931200
42	295	1219017600
532	162	1219017600
244	296	1219017600
533	209	1219104000
534	169	1219190400
535	274	1219276800
534	204	1219276800
536	279	1219363200
231	82	1219363200
537	82	1219622400
538	197	1219795200
466	297	1219881600
539	272	1219881600
214	298	1219968000
256	210	1219968000
540	272	1220054400
541	221	1220140800
542	299	1220140800
543	288	1220400000
544	300	1220400000
545	301	1220659200
416	302	1220745600
430	303	1220832000
247	147	1220832000
247	251	1220832000
546	48	1221004800
305	125	1221091200
547	83	1221091200
277	278	1221264000
29	212	1221264000
548	262	1221350400
549	247	1221436800
550	236	1221523200
301	304	1221523200
551	90	1221696000
513	273	1221782400
552	305	1221868800
553	236	1221868800
554	243	1221955200
555	107	1221955200
494	306	1222041600
494	307	1222041600
556	90	1222041600
557	305	1222128000
390	203	1222128000
24	239	1222128000
488	308	1222128000
558	308	1222128000
404	12	1222128000
559	163	1222128000
545	203	1222128000
469	305	1222128000
560	15	1222214400
561	239	1222214400
562	306	1222214400
563	251	1222214400
564	306	1222300800
565	306	1222300800
566	308	1222300800
567	25	1222300800
14	300	1222300800
477	203	1222300800
568	203	1222300800
569	284	1222387200
570	307	1222387200
571	308	1222387200
526	203	1222473600
572	48	1222473600
62	259	1222473600
231	182	1222560000
573	309	1222646400
323	160	1222732800
362	305	1222732800
365	239	1222819200
365	307	1222819200
488	307	1222819200
528	154	1222905600
574	239	1222992000
575	215	1222992000
576	260	1223078400
489	37	1223164800
577	306	1223251200
578	129	1223337600
579	29	1223424000
514	10	1223510400
580	203	1223596800
581	259	1223769600
582	306	1223769600
583	306	1223856000
584	306	1223942400
585	310	1223942400
586	305	1223942400
146	311	1223942400
587	272	1223942400
588	308	1224028800
589	312	1224028800
484	305	1224115200
590	308	1224115200
498	239	1224115200
591	180	1224115200
500	307	1224115200
592	307	1224115200
593	238	1224115200
41	239	1224115200
594	201	1224201600
595	251	1224201600
582	239	1224201600
596	137	1224201600
520	313	1224288000
404	143	1224374400
270	309	1224460800
597	254	1224460800
598	309	1224547200
599	129	1224547200
600	129	1224633600
601	308	1224633600
602	239	1224633600
603	306	1224720000
477	129	1224720000
462	307	1224720000
103	109	1224806400
103	314	1224806400
103	315	1224806400
604	316	1224806400
605	160	1224806400
606	317	1224806400
606	267	1224806400
607	309	1224892800
608	306	1224892800
580	129	1224979200
609	202	1224979200
610	52	1224979200
610	129	1224979200
604	309	1225065600
611	86	1225065600
595	318	1225152000
610	319	1225152000
500	308	1225238400
612	218	1225238400
387	132	1225324800
613	321	1225324800
614	240	1225324800
615	250	1225411200
256	322	1225411200
180	147	1225411200
150	221	1225584000
616	308	1225584000
61	229	1225584000
416	170	1225584000
616	323	1225670400
249	224	1225670400
247	140	1225670400
617	32	1225756800
618	324	1225756800
561	309	1225756800
159	325	1225843200
619	312	1225843200
620	310	1225843200
621	306	1225929600
622	206	1226016000
371	273	1226016000
390	129	1226102400
371	326	1226102400
578	215	1226188800
623	327	1226275200
624	82	1226275200
78	328	1226275200
625	329	1226361600
57	330	1226534400
626	43	1226534400
40	318	1226620800
224	240	1226707200
424	135	1226793600
627	222	1226793600
526	129	1226880000
64	203	1226880000
103	183	1227052800
628	305	1227052800
629	307	1227052800
630	185	1227139200
631	309	1227139200
567	306	1227139200
567	308	1227139200
632	251	1227139200
633	108	1227312000
634	331	1227312000
112	289	1227312000
397	332	1227312000
635	333	1227398400
636	334	1227398400
637	250	1227398400
270	129	1227571200
638	335	1227571200
103	336	1227571200
171	326	1227571200
64	336	1227571200
639	337	1227571200
640	336	1227571200
641	336	1227657600
193	336	1227657600
611	336	1227657600
33	336	1227657600
642	237	1227657600
643	270	1227744000
644	238	1227744000
645	129	1227744000
646	338	1227744000
320	336	1227744000
647	284	1227830400
648	307	1227830400
649	336	1227916800
650	9	1227916800
40	117	1227916800
651	97	1228003200
363	336	1228089600
652	228	1228089600
510	336	1228089600
653	336	1228176000
654	236	1228176000
655	339	1228176000
656	336	1228176000
1	336	1228262400
657	160	1228262400
580	308	1228262400
580	336	1228262400
449	336	1228262400
658	336	1228262400
659	99	1228348800
520	79	1228348800
616	291	1228435200
416	340	1228435200
660	211	1228435200
661	336	1228435200
365	309	1228608000
356	97	1228608000
662	182	1228608000
663	230	1228694400
556	336	1228694400
664	319	1228694400
665	336	1228780800
24	318	1228780800
435	336	1228780800
517	291	1228780800
666	336	1228867200
159	336	1228867200
586	336	1228867200
282	239	1228953600
566	341	1229040000
667	336	1229040000
552	44	1229040000
668	149	1229040000
669	336	1229126400
670	82	1229126400
533	336	1229212800
606	342	1229212800
270	291	1229299200
294	162	1229299200
440	130	1229299200
178	336	1229299200
659	127	1229385600
103	44	1229385600
197	336	1229385600
671	194	1229385600
672	185	1229472000
673	220	1229472000
527	291	1229472000
517	337	1229472000
674	291	1229558400
675	181	1229558400
676	336	1229558400
677	336	1229558400
678	337	1229558400
679	336	1229558400
680	267	1229644800
431	337	1229644800
681	315	1229644800
682	338	1229644800
683	93	1229731200
164	272	1229731200
684	302	1229731200
294	206	1229817600
685	343	1229817600
574	309	1229817600
686	336	1229817600
687	132	1229904000
688	344	1229904000
689	56	1229904000
167	18	1229904000
690	337	1229904000
691	345	1229990400
543	336	1229990400
692	345	1229990400
693	345	1229990400
694	336	1229990400
477	130	1229990400
695	345	1230076800
544	346	1230076800
696	347	1230076800
100	345	1230163200
697	348	1230249600
698	336	1230249600
699	345	1230336000
43	345	1230336000
279	210	1230422400
700	202	1230422400
701	345	1230508800
702	345	1230595200
164	130	1230595200
703	202	1230595200
704	345	1230681600
425	102	1230681600
195	230	1230681600
705	345	1230768000
706	349	1230768000
707	235	1230768000
708	350	1230854400
294	157	1230854400
294	194	1230854400
709	345	1230854400
710	336	1230940800
503	236	1230940800
711	345	1231113600
443	162	1231200000
178	345	1231200000
712	236	1231200000
713	49	1231200000
18	265	1231286400
47	240	1231286400
597	345	1231372800
356	345	1231372800
714	345	1231372800
715	345	1231372800
716	351	1231372800
717	345	1231372800
718	345	1231372800
719	352	1231545600
339	236	1231545600
309	189	1231632000
636	185	1231632000
720	201	1231632000
162	292	1231632000
721	345	1231718400
722	345	1231718400
723	150	1231804800
724	336	1231804800
725	353	1231891200
570	345	1231891200
362	354	1231891200
726	345	1231891200
727	273	1231891200
640	345	1231891200
154	284	1231891200
728	210	1231977600
729	336	1231977600
730	336	1231977600
731	345	1231977600
732	308	1232150400
733	355	1232150400
508	147	1232150400
734	356	1232150400
735	102	1232236800
309	283	1232323200
736	235	1232323200
737	248	1232323200
488	291	1232409600
738	259	1232409600
739	219	1232582400
580	318	1232582400
740	345	1232841600
741	357	1233014400
294	2	1233014400
742	250	1233014400
743	358	1233014400
744	288	1233014400
744	269	1233014400
19	87	1233100800
745	337	1233273600
746	220	1233273600
254	108	1233273600
747	359	1233273600
542	360	1233273600
98	361	1233446400
578	237	1233446400
748	54	1233532800
213	308	1233705600
749	131	1233878400
750	251	1233964800
409	351	1234051200
534	362	1234137600
751	363	1234137600
750	153	1234224000
752	203	1234310400
752	307	1234310400
510	364	1234396800
534	44	1234483200
753	44	1234483200
136	292	1234483200
754	251	1234569600
755	365	1234569600
150	366	1234656000
756	165	1234656000
61	132	1234742400
757	203	1234828800
201	326	1234828800
672	367	1234915200
565	345	1234915200
758	202	1234915200
571	162	1234915200
374	125	1235001600
653	83	1235001600
653	185	1235001600
759	332	1235001600
528	97	1235001600
592	336	1235001600
534	338	1235088000
760	269	1235088000
586	368	1235347200
145	306	1235433600
761	368	1235520000
762	369	1235520000
763	337	1235520000
764	370	1235606400
314	117	1235606400
765	371	1235606400
294	372	1235692800
766	332	1235779200
698	345	1235779200
767	338	1235865600
768	368	1235865600
372	368	1235865600
552	66	1235865600
552	334	1235865600
552	368	1235952000
769	373	1236038400
582	345	1236038400
770	210	1236124800
770	374	1236124800
771	239	1236124800
164	375	1236211200
772	345	1236384000
91	174	1236470400
660	167	1236470400
477	274	1236556800
660	376	1236556800
660	37	1236556800
757	307	1236643200
477	377	1236643200
660	378	1236643200
660	163	1236643200
660	228	1236643200
773	375	1236643200
362	368	1236729600
552	379	1236729600
774	306	1236816000
557	368	1236902400
511	202	1236902400
95	366	1237075200
619	347	1237161600
775	287	1237161600
588	64	1237161600
593	270	1237161600
776	240	1237161600
418	354	1237248000
777	210	1237248000
510	368	1237248000
778	380	1237334400
779	381	1237334400
779	382	1237334400
779	383	1237334400
779	384	1237334400
469	368	1237334400
74	385	1237334400
780	185	1237420800
552	386	1237593600
209	376	1237680000
660	138	1237680000
781	64	1237766400
782	387	1237852800
136	228	1237852800
159	324	1237939200
783	375	1237939200
202	284	1237939200
628	388	1237939200
628	351	1237939200
628	368	1237939200
64	389	1237939200
136	358	1237939200
784	234	1237939200
767	270	1238025600
750	390	1238025600
424	387	1238112000
785	147	1238112000
683	390	1238112000
362	387	1238112000
510	391	1238112000
786	228	1238198400
455	324	1238284800
787	308	1238284800
367	82	1238284800
466	296	1238284800
434	324	1238284800
200	390	1238371200
589	393	1238371200
586	390	1238371200
510	303	1238371200
612	219	1238457600
702	324	1238544000
598	95	1238544000
788	394	1238544000
789	336	1238544000
421	395	1238630400
215	210	1238630400
790	324	1238803200
791	396	1238803200
792	397	1238803200
202	47	1238889600
598	394	1238889600
3	345	1238889600
517	390	1238976000
579	66	1239062400
793	398	1239062400
794	355	1239062400
100	185	1239148800
135	102	1239148800
795	390	1239148800
796	367	1239148800
295	324	1239235200
268	225	1239235200
285	378	1239321600
606	1	1239321600
797	324	1239408000
798	400	1239494400
565	227	1239494400
799	306	1239580800
294	401	1239667200
800	324	1239667200
801	122	1239667200
802	394	1239753600
163	394	1239753600
163	368	1239753600
681	387	1239753600
372	387	1239753600
58	368	1239753600
220	390	1239753600
694	394	1239753600
803	387	1239753600
151	222	1239840000
804	324	1239840000
379	394	1239840000
805	387	1239840000
22	351	1239926400
219	289	1239926400
103	210	1240099200
806	193	1240185600
807	403	1240185600
510	79	1240185600
510	404	1240185600
782	405	1240185600
808	276	1240272000
809	337	1240272000
270	387	1240358400
810	405	1240358400
588	406	1240358400
669	390	1240358400
136	407	1240358400
811	251	1240444800
145	202	1240444800
183	279	1240444800
812	324	1240444800
813	252	1240531200
813	330	1240531200
814	270	1240531200
815	142	1240704000
732	323	1240790400
378	271	1240790400
477	405	1240876800
816	185	1240963200
817	405	1241049600
818	241	1241136000
819	215	1241136000
552	408	1241136000
801	361	1241395200
53	409	1241481600
140	364	1241481600
391	208	1241654400
820	209	1241913600
713	347	1241913600
821	310	1242000000
533	405	1242086400
822	410	1242172800
454	82	1242172800
426	411	1242259200
164	44	1242259200
758	406	1242259200
53	386	1242432000
816	412	1242518400
517	406	1242518400
760	186	1242518400
294	400	1242604800
823	413	1242604800
824	414	1242604800
825	332	1242691200
826	406	1242691200
507	415	1242777600
817	210	1242864000
473	416	1242864000
827	97	1242950400
828	417	1243036800
472	273	1243036800
702	326	1243123200
829	316	1243209600
315	132	1243209600
42	343	1243209600
830	188	1243296000
831	326	1243296000
534	19	1243382400
534	418	1243382400
832	326	1243468800
349	326	1243641600
833	324	1243641600
558	406	1243728000
834	366	1243814400
835	419	1243814400
401	420	1243900800
250	368	1243900800
44	326	1244073600
97	75	1244160000
534	421	1244160000
836	140	1244160000
837	181	1244160000
356	140	1244332800
492	396	1244332800
195	243	1244332800
838	326	1244419200
356	422	1244419200
696	423	1244419200
696	424	1244419200
839	284	1244505600
840	326	1244592000
841	326	1244592000
422	265	1244592000
356	147	1244764800
842	425	1244851200
842	86	1244851200
843	337	1244851200
419	426	1244851200
316	305	1244937600
510	23	1244937600
510	106	1244937600
844	358	1244937600
356	427	1245024000
356	161	1245024000
356	331	1245024000
845	327	1245110400
846	428	1245110400
220	405	1245110400
847	363	1245110400
557	394	1245196800
360	406	1245196800
176	326	1245283200
848	78	1245283200
848	59	1245283200
848	105	1245283200
848	396	1245283200
849	236	1245283200
13	88	1245369600
285	63	1245369600
299	324	1245369600
850	429	1245369600
482	414	1245456000
851	220	1245542400
540	137	1245542400
852	85	1245542400
853	326	1245542400
854	431	1245628800
447	431	1245628800
855	431	1245715200
719	431	1245715200
856	431	1245715200
700	431	1245715200
857	431	1245715200
858	431	1245715200
54	431	1245715200
859	173	1245801600
860	432	1245801600
861	431	1245801600
862	431	1245801600
863	431	1245801600
864	431	1245801600
865	431	1245801600
866	432	1245801600
867	432	1245801600
480	431	1245801600
868	431	1245801600
797	432	1245801600
550	431	1245888000
533	431	1245888000
445	431	1245888000
356	431	1245888000
534	432	1245888000
729	431	1245888000
409	431	1245888000
869	431	1245888000
870	431	1245888000
849	431	1245888000
146	431	1245888000
871	431	1245888000
611	431	1245888000
269	432	1245888000
872	431	1245888000
873	431	1245888000
874	431	1245974400
875	82	1245974400
189	375	1245974400
876	431	1245974400
877	431	1245974400
878	433	1245974400
879	194	1245974400
880	432	1246060800
881	431	1246060800
882	431	1246060800
883	431	1246060800
195	338	1246060800
460	95	1246147200
884	431	1246147200
220	152	1246147200
455	432	1246233600
806	431	1246233600
704	431	1246233600
780	431	1246233600
885	79	1246233600
13	431	1246320000
886	431	1246320000
887	114	1246320000
888	390	1246320000
889	431	1246320000
848	434	1246320000
890	431	1246320000
891	431	1246320000
